structure_wikidata,protonated_emass,rt,structure_nameTraditional,structure_molecular_formula
http://www.wikidata.org/entity/Q104391564,553.2643381,0,Picrasinoside B,C28H40O11
http://www.wikidata.org/entity/Q105177267,553.2432087,0,"[(1R,2R,5S,6S,9S,11R,12S,13S,14R,17R,22S)-6-(furan-3-yl)-1,5,12,17-tetramethyl-8,19-dioxo-7,10,15,18-tetraoxahexacyclo[12.7.1.02,12.05,11.09,11.017,22]docos-20-en-13-yl] (E)-2-methylbut-2-enoate",C31H36O9
http://www.wikidata.org/entity/Q105324892,553.2432087,0,"[(1R,2R,5S,6S,9S,11R,12S,13R,15R)-6-(furan-3-yl)-5,12,16,16-tetramethyl-8,14,21-trioxo-7,10,17-trioxahexacyclo[13.3.3.01,15.02,12.05,11.09,11]henicos-19-en-13-yl] 3-methylbutanoate",C31H36O9
http://www.wikidata.org/entity/Q105324893,553.2432087,0,"[(1S,2R,5S,6S,9S,11R,12S,13S,15R)-6-(furan-3-yl)-5,12,16,16-tetramethyl-8,14,21-trioxo-7,10,17-trioxahexacyclo[13.3.3.01,15.02,12.05,11.09,11]henicos-19-en-13-yl] 3-methylbutanoate",C31H36O9
http://www.wikidata.org/entity/Q105347861,553.2432087,0,"methyl 2-[(3R,6E)-6-[[(1S,6R,7R,7aS)-6,7-diacetyloxy-1-(furan-3-yl)-7a-methyl-1,2,6,7-tetrahydroinden-4-yl]methylidene]-2,2,4-trimethyl-7-oxo-3H-oxepin-3-yl]acetate",C31H36O9
http://www.wikidata.org/entity/Q105347862,553.2432087,0,"methyl 2-[(3R)-6-[[(1S,6R,7R,7aS)-6,7-diacetyloxy-1-(furan-3-yl)-7a-methyl-1,2,6,7-tetrahydroinden-4-yl]methylidene]-2,2,4-trimethyl-7-oxo-3H-oxepin-3-yl]acetate",C31H36O9
http://www.wikidata.org/entity/Q105022272,553.2279526,0,"(2S,3R,4R,5S)-2-[[(1R,2S,3S)-7-hydroxy-1-(4-hydroxy-3,5-dimethoxyphenyl)-3-(hydroxymethyl)-6,8-dimethoxy-1,2,3,4-tetrahydronaphthalen-2-yl]methoxy]oxane-3,4,5-triol",C27H36O12
http://www.wikidata.org/entity/Q105022276,553.2279526,0,Lyoniside,C27H36O12
http://www.wikidata.org/entity/Q105022279,553.2279526,0,"(2R,3S,4S,5S)-2-[[(1S,2R,3R)-7-hydroxy-1-(4-hydroxy-3,5-dimethoxyphenyl)-3-(hydroxymethyl)-6,8-dimethoxy-1,2,3,4-tetrahydronaphthalen-2-yl]methoxy]oxane-3,4,5-triol",C27H36O12
http://www.wikidata.org/entity/Q105287677,553.2279526,0,"(2S,3R,4S,5S,6R)-2-[4-[(1R,2R)-1-hydroxy-2-[4-[(E)-3-hydroxyprop-1-enyl]-2,6-dimethoxyphenoxy]propyl]-2-methoxyphenoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",C27H36O12
http://www.wikidata.org/entity/Q72443484,553.1129228,0,Bilobetin,C31H20O10
http://www.wikidata.org/entity/Q72501173,553.1129228,0,Podocarpusflavone A,C31H20O10
http://www.wikidata.org/entity/Q105166017,551.2639442,0,"[(1R,2S,5R,6R,13S,14R,16S)-6-(furan-3-yl)-16-(2-methoxy-2-oxoethyl)-1,5,15,15-tetramethyl-8,17-dioxo-7-oxatetracyclo[11.3.1.02,11.05,10]heptadeca-9,11-dien-14-yl] (Z)-2-methylbut-2-enoate",C32H38O8
http://www.wikidata.org/entity/Q115967755,551.2639442,0,"[(1R,2S,5R,6R,14R,15R,18S)-6-(furan-3-yl)-18-(2-methoxy-2-oxoethyl)-1,5,15-trimethyl-8,17-dioxo-7-oxatetracyclo[13.2.1.02,11.05,10]octadeca-10,12-dien-14-yl] (E)-2-methylbut-2-enoate",C32H38O8
http://www.wikidata.org/entity/Q104396987,551.248688,0,Bruceanic acid A,C28H38O11
http://www.wikidata.org/entity/Q105091075,551.248688,0,Bruceanol H,C28H38O11
http://www.wikidata.org/entity/Q105228133,551.248688,0,"Picrasan-21-oic acid, 15-((3,4-dimethyl-1-oxo-2-pentenyl)oxy)-13,20-epoxy-1,11,12-trihydroxy-2,16-dioxo-, methyl ester, (1beta,11beta,12alpha,15beta(E))-",C28H38O11
http://www.wikidata.org/entity/Q27133976,551.248688,0,"methyl (1beta,11beta,12alpha,15beta)-15-{[(2E)-3,4-dimethylpent-2-enoyl]oxy}-1,11,12-trihydroxy-2,16-dioxo-13,20-epoxypicrasan-21-oate",C28H38O11
http://www.wikidata.org/entity/Q115965984,551.2123025,0,"Methyl 15,16-dihydroxy-9,13-dimethyl-4,11-dioxo-3,10-di(propanoyloxy)-5,18-dioxapentacyclo[12.5.0.01,6.02,17.08,13]nonadec-9-ene-17-carboxylate",C27H34O12
http://www.wikidata.org/entity/Q104888826,551.2123025,0,"(2S,3R,4R,5R,6R)-2-methyl-6-[[(2R,3S,4S,5R,6S)-3,4,5-trihydroxy-6-[3-[(E)-2-(4-hydroxyphenyl)ethenyl]-5-methoxyphenoxy]oxan-2-yl]methoxy]oxane-3,4,5-triol",C27H34O12
http://www.wikidata.org/entity/Q104976402,551.1911732,0,"methyl (1S,2S,3S,3aR,8bS)-1-acetyloxy-8b-hydroxy-3a-(3-hydroxy-4-methoxyphenyl)-6,8-dimethoxy-3-phenyl-2,3-dihydro-1H-cyclopenta[b][1]benzofuran-2-carboxylate",C30H30O10
http://www.wikidata.org/entity/Q104976406,551.1911732,0,"(1R)-2,3,3a,8b-Tetrahydro-1alpha-acetoxy-8bbeta-hydroxy-6,8-dimethoxy-3abeta-(3-hydroxy-4-methoxyphenyl)-3beta-phenyl-1H-cyclopenta[b]benzofuran-2alpha-carboxylic acid methyl ester",C30H30O10
http://www.wikidata.org/entity/Q105188387,551.1911732,0,3'-Methoxypannellin,C30H30O10
http://www.wikidata.org/entity/Q105029693,551.1395315,0,Limocitrin 7-(6''-acetylglucoside),C25H26O14
http://www.wikidata.org/entity/Q105029694,551.1395315,0,"[(2R,3S,4S,5R,6S)-6-[3,5-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-8-methoxy-4-oxochromen-7-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methyl acetate",C25H26O14
http://www.wikidata.org/entity/Q105190310,550.2435431,0,"(1R)-2,3,3a,8b-Tetrahydro-1alpha,8bbeta-dihydroxy-6,8-dimethoxy-3abeta-(4-methoxyphenyl)-N-(4-hydroxybutyl)-3beta-phenyl-1H-cyclopenta[b]benzofuran-2alpha-carboxamide",C31H35NO8
http://www.wikidata.org/entity/Q105251194,550.2435431,0,"(1R)-2,3,3a,8b-Tetrahydro-8bbeta-ethoxy-1alpha-hydroxy-6,8-dimethoxy-3abeta-(3-hydroxy-4-methoxyphenyl)-N,N-dimethyl-3beta-phenyl-1H-cyclopenta[b]benzofuran-2alpha-carboxamide",C31H35NO8
http://www.wikidata.org/entity/Q104667454,550.2071576,0,"(1R)-N,N-Dimethyl-1alpha,8bbeta-dihydroxy-3beta-phenyl-3abeta-(3,4-dimethoxyphenyl)-6,7-(methylenedioxy)-8-methoxy-2,3,3a,8b-tetrahydro-1H-cyclopenta[b]benzofuran-2alpha-carboxamide",C30H31NO9
http://www.wikidata.org/entity/Q105374256,550.2071576,0,"[(1S,2S,3S,3aR,8bS)-8b-hydroxy-3a-(3-hydroxy-4-methoxyphenyl)-6,8-dimethoxy-2-(methylcarbamoyl)-3-phenyl-2,3-dihydro-1H-cyclopenta[b][1]benzofuran-1-yl] acetate",C30H31NO9
http://www.wikidata.org/entity/Q105374258,550.2071576,0,"(1R)-2,3,3a,8b-Tetrahydro-1alpha-acetoxy-8bbeta-hydroxy-6,8-dimethoxy-3abeta-(3-hydroxy-4-methoxyphenyl)-N-methyl-3beta-phenyl-1H-cyclopenta[b]benzofuran-2alpha-carboxamide",C30H31NO9
http://www.wikidata.org/entity/Q105125564,549.37858,0,"[(3R,5R,7R,8R,9R,10S,13S,17S)-17-[(3S,5R,6S)-5,6-dihydroxy-6-(2-hydroxypropan-2-yl)oxan-3-yl]-7-hydroxy-4,4,8,10,13-pentamethyl-2,3,5,6,7,9,11,12,16,17-decahydro-1H-cyclopenta[a]phenanthren-3-yl] acetate",C32H52O7
http://www.wikidata.org/entity/Q104947331,549.3210651,0,Limocinin,C34H44O6
http://www.wikidata.org/entity/Q27133975,549.233038,0,"Picras-3-en-21-oic acid, 15-((3,4-dimethyl-1-oxo-2-pentenyl)oxy)-13,20-epoxy-1,11,12-trihydroxy-2,16-dioxo-,methyl ester, (1beta,11beta,12alpha,15beta(E))-",C28H36O11
http://www.wikidata.org/entity/Q104994155,549.233038,0,"(1aR,3R,3aR,4R,5R,6R,7aS)-4,5-diacetyloxy-6-[(3R,4R)-3-(2-methoxy-2-oxoethyl)-2,2,4-trimethyl-7-oxo-3H-oxepin-4-yl]-3a-methyl-7-methylidene-1a,2,3,4,5,6-hexahydroindeno[3,3a-b]oxirene-3-carboxylic acid",C28H36O11
http://www.wikidata.org/entity/Q115969495,549.233038,0,"4,5-diacetyloxy-6-[3-(2-methoxy-2-oxoethyl)-2,2,4-trimethyl-7-oxo-3H-oxepin-4-yl]-3a-methyl-7-methylidene-1a,2,3,4,5,6-hexahydroindeno[3,3a-b]oxirene-3-carboxylic acid",C28H36O11
http://www.wikidata.org/entity/Q104667594,549.233038,0,"(1R,2R,4S,7R,8S,10S,11S,12R,13S,18S)-7-[(2R)-2-ethoxy-5-oxo-2H-furan-4-yl]-10,13-dihydroxy-1,8,12,17,17-pentamethyl-3,6,16-trioxapentacyclo[9.9.0.02,4.02,8.012,18]icosane-5,15,20-trione",C28H36O11
http://www.wikidata.org/entity/Q27105979,549.233038,0,Bruceantin,C28H36O11
http://www.wikidata.org/entity/Q105157363,549.233038,0,"Picras-3-en-21-oic acid, 15-((3,4-dimethyl-1-oxo-2-pentenyl)oxy)-13,20-epoxy-1,11,12-trihydroxy-2,16-dioxo-, methyl ester, (1beta,11beta,12alpha,15beta(E))-",C28H36O11
http://www.wikidata.org/entity/Q105205805,549.233038,0,"(9S,13S,17S,1R,3R,15R)-11,15,16-trihydroxy-17-(Methoxycarbonyl)-9,13-dimethyl-5,18-dioxa-4,12-dioxopentacyclo[12.5.0.0<1,6>.0<2,17>.0<8,13>]nonadec-10-en-3-yl (2E)-3,4-dimethylpent-2-enoate",C28H36O11
http://www.wikidata.org/entity/Q27133977,549.233038,0,Bruceanol F,C28H36O11
http://www.wikidata.org/entity/Q104992849,549.1966525,0,Harperfolide,C27H32O12
http://www.wikidata.org/entity/Q104992850,549.1966525,0,"methyl 3-[(1R,2R,4S,7R,8S,11R,12R,13R,17S)-13,17-dihydroxy-7-(2-hydroxy-5-oxo-2H-furan-4-yl)-1,8,12,15,15-pentamethyl-5,14-dioxo-3,6,16-trioxapentacyclo[9.6.0.02,4.02,8.013,17]heptadecan-12-yl]prop-2-enoate",C27H32O12
http://www.wikidata.org/entity/Q105153279,549.1755231,0,"methyl (1R,2R,3S,3aR,8bS)-1-acetyloxy-3a-(1,3-benzodioxol-5-yl)-8b-hydroxy-6,8-dimethoxy-3-phenyl-2,3-dihydro-1H-cyclopenta[b][1]benzofuran-2-carboxylate",C30H28O10
http://www.wikidata.org/entity/Q105384940,549.1755231,0,"Methyl 11-acetyloxy-10-hydroxy-8-methoxy-14-(4-methoxyphenyl)-13-phenyl-4,6,15-trioxatetracyclo[7.6.0.03,7.010,14]pentadeca-1,3(7),8-triene-12-carboxylate",C30H28O10
http://www.wikidata.org/entity/Q110082434,549.160267,0,"5-Hydroxy-2-(4-hydroxyphenyl)-7-methoxy-6,8-bis(3,4,5-trihydroxyoxan-2-yl)chromen-4-one",C26H28O13
http://www.wikidata.org/entity/Q105237225,549.160267,0,"8-[(2S,3R,4S,5S)-4,5-dihydroxy-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxan-2-yl]-5-hydroxy-2-(4-hydroxyphenyl)-7-methoxychromen-4-one",C26H28O13
http://www.wikidata.org/entity/Q105035161,548.227893,0,"(1R,2R,3S,3aR,8bS)-1,8b-dihydroxy-6,8-dimethoxy-3a-(4-methoxyphenyl)-N-[(2R)-oxolan-2-yl]-3-phenyl-2,3-dihydro-1H-cyclopenta[b][1]benzofuran-2-carboxamide",C31H33NO8
http://www.wikidata.org/entity/Q105193472,548.227893,0,"[2-(dimethylcarbamoyl)-8b-hydroxy-6,8-dimethoxy-3a-(4-methoxyphenyl)-3-phenyl-2,3-dihydro-1H-cyclopenta[b][1]benzofuran-1-yl] acetate",C31H33NO8
http://www.wikidata.org/entity/Q105193473,548.227893,0,1-O-Acetylrocaglamide,C31H33NO8
http://www.wikidata.org/entity/Q105283826,548.1915075,0,"(1S,12R,20R,21R,22S)-20-hydroxy-3,16,17-trimethoxy-N,N-dimethyl-22-phenyl-5,7,11,19-tetraoxahexacyclo[10.7.3.01,12.02,10.04,8.013,18]docosa-2,4(8),9,13(18),14,16-hexaene-21-carboxamide",C30H29NO9
http://www.wikidata.org/entity/Q104402066,548.1915075,0,Acrignine A,C30H29NO9
http://www.wikidata.org/entity/Q105267251,547.3993154,0,"[(3R,5R,9R,10R,13S,14S,17S)-17-[(2R,3S,5R)-5-[(1S)-1,2-dihydroxy-2-methylpropyl]-2-methoxyoxolan-3-yl]-4,4,10,13,14-pentamethyl-2,3,5,6,9,11,12,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-3-yl] acetate",C33H54O6
http://www.wikidata.org/entity/Q105267253,547.3993154,0,"[(3R,5R,9R,10R,13S,14S,17S)-17-[(2S,3S,5R)-5-[(1S)-1,2-dihydroxy-2-methylpropyl]-2-methoxyoxolan-3-yl]-4,4,10,13,14-pentamethyl-2,3,5,6,9,11,12,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-3-yl] acetate",C33H54O6
http://www.wikidata.org/entity/Q105324729,547.3629299,0,Meranzin hydrate-2'-palmitate,C32H50O7
http://www.wikidata.org/entity/Q104954995,547.2537734,0,"Methyl 3-acetyloxy-3-[11-(furan-3-yl)-5-(2-hydroxypropan-2-yl)-2,6,10-trimethyl-3,13-dioxo-12,15-dioxatetracyclo[8.5.0.01,14.02,7]pentadecan-6-yl]propanoate",C29H38O10
http://www.wikidata.org/entity/Q105008923,547.2537734,0,"methyl 2-[(1S,3S,5R,7S,8S,9S,10S,11S,12S,16R)-5-acetyloxy-12-(furan-3-yl)-10-hydroxy-6,6,8,11,16-pentamethyl-14,17-dioxo-2,13-dioxatetracyclo[7.6.2.01,11.03,8]heptadecan-7-yl]acetate",C29H38O10
http://www.wikidata.org/entity/Q105161714,547.2537734,0,"[(1S,2S,4S,6R,7S,9R,13R,14R,16R,17S)-16-acetyloxy-2,6,14,17-tetramethyl-3,11-dioxo-14-[(3S)-5-oxooxolane-3-carbonyl]-10-oxatetracyclo[7.7.1.02,7.013,17]heptadecan-4-yl] acetate",C29H38O10
http://www.wikidata.org/entity/Q105161715,547.2537734,0,"[(1S,2S,4S,6R,7S,9R,13R,14R,16R,17S)-16-acetyloxy-2,6,14,17-tetramethyl-3,11-dioxo-14-[(3R)-5-oxooxolane-3-carbonyl]-10-oxatetracyclo[7.7.1.02,7.013,17]heptadecan-4-yl] acetate",C29H38O10
http://www.wikidata.org/entity/Q105263282,547.2537734,0,Neoazedarachin D,C29H38O10
http://www.wikidata.org/entity/Q105263283,547.2537734,0,"[(1S,2S,4R,5S,6S,9S,10S,11R,13R,14R,15S,18S,20R)-6-(furan-3-yl)-4,11,18-trihydroxy-15-methoxy-5,10,14-trimethyl-3,8-dioxo-16-oxapentacyclo[12.3.3.01,13.02,10.05,9]icosan-20-yl] acetate",C29H38O10
http://www.wikidata.org/entity/Q105180536,547.2173879,0,"[(1R,2S,6S,7S,10R,11S,16S,18S,19R,20R)-6-(furan-3-yl)-2,19,20-trihydroxy-7,17,17-trimethyl-4,14-dioxo-5,13,21-trioxahexacyclo[17.2.1.01,10.02,7.011,16.011,20]docosan-18-yl] acetate",C28H34O11
http://www.wikidata.org/entity/Q105180539,547.2173879,0,"[(1S,2R,6R,7R,10S,11R,16R,18R,19S,20S)-6-(furan-3-yl)-2,19,20-trihydroxy-7,17,17-trimethyl-4,14-dioxo-5,13,21-trioxahexacyclo[17.2.1.01,10.02,7.011,16.011,20]docosan-18-yl] acetate",C28H34O11
http://www.wikidata.org/entity/Q105378974,547.2173879,0,"methyl (1R,2S,3R,6R,13S,14R,15R,16S,17S)-3-[(E)-3,4-dimethylpent-2-enoyl]oxy-11,15,16-trihydroxy-9,13-dimethyl-4,10-dioxo-5,18-dioxapentacyclo[12.5.0.01,6.02,17.08,13]nonadeca-8,11-diene-17-carboxylate",C28H34O11
http://www.wikidata.org/entity/Q105386420,547.2173879,0,"[(1R,2R,4S,7R,8S,11R,12R,13S,18R)-7-[(2S)-2-hydroxy-5-oxo-2H-furan-4-yl]-1,8,12,17,17-pentamethyl-5,15,20-trioxo-3,6,16-trioxapentacyclo[9.9.0.02,4.02,8.012,18]icosan-13-yl] acetate",C28H34O11
http://www.wikidata.org/entity/Q105224232,547.1810024,0,4'-Demethyldeoxypodophyllotoxin beta-D-glucopyranoside,C27H30O12
http://www.wikidata.org/entity/Q82902407,547.1810024,0,CID 125553,C27H30O12
http://www.wikidata.org/entity/Q105274992,546.3213995,0,"1-(1,2-dimethoxy-12-methyl-13H-[1,3]benzodioxolo[6,5-c]phenanthridin-13-yl)tridecan-2-one",C34H43NO5
http://www.wikidata.org/entity/Q302247,545.508078,0,15-cis-Phytoene,C40H64
http://www.wikidata.org/entity/Q27107901,545.508078,0,Phytoene,C40H64
http://www.wikidata.org/entity/Q105287173,545.4564364,0,"3,4-Dihydroxy-trans-cinnamic acid hexacosyl ester",C35H60O4
http://www.wikidata.org/entity/Q105009506,545.435307,0,"[(3S,6aR,6bS,8aR,11R,12S,14bR)-4,4,6a,6b,8a,11,12,14b-octamethyl-2,3,4a,5,6,7,8,9,10,11,12,12a,14,14a-tetradecahydro-1H-picen-3-yl] 2-phenylacetate",C38H56O2
http://www.wikidata.org/entity/Q105348077,545.435307,0,"[(3S,6aR,6bS,8aR,14bR)-4,4,6a,6b,8a,11,11,14b-octamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl] 2-phenylacetate",C38H56O2
http://www.wikidata.org/entity/Q105232793,545.4200509,0,Aceranol acetate,C34H56O5
http://www.wikidata.org/entity/Q105238315,545.4200509,0,Senegalene A,C34H56O5
http://www.wikidata.org/entity/Q105238317,545.4200509,0,Senegalene B,C34H56O5
http://www.wikidata.org/entity/Q104981144,545.3836654,0,Cavalerol J,C33H52O6
http://www.wikidata.org/entity/Q105136147,545.3836654,0,"[(3R,5R,7R,8R,9R,10S,13S,17S)-7-hydroxy-17-[(2R,3S,5R)-5-[(1R)-1-hydroxy-2-methylprop-2-enyl]-2-methoxyoxolan-3-yl]-4,4,8,10,13-pentamethyl-2,3,5,6,7,9,11,12,16,17-decahydro-1H-cyclopenta[a]phenanthren-3-yl] acetate",C33H52O6
http://www.wikidata.org/entity/Q104982356,545.3472799,0,"[(1S,3bR,4R,5aR,10aR,10bR,12aS)-1-[(3S,5R,6R)-5-hydroxy-6-(2-hydroxypropan-2-yl)oxan-3-yl]-3b,6,6,10a,12a-pentamethyl-8-oxo-1,2,4,5,5a,10b,11,12-octahydroindeno[5,4-g][2]benzoxepin-4-yl] acetate",C32H48O7
http://www.wikidata.org/entity/Q104982362,545.3472799,0,"[(1R,3bS,4S,5aS,10aS,10bS,12aR)-1-[(3R,5R,6R)-5-hydroxy-6-(2-hydroxypropan-2-yl)oxan-3-yl]-3b,6,6,10a,12a-pentamethyl-8-oxo-1,2,4,5,5a,10b,11,12-octahydroindeno[5,4-g][2]benzoxepin-4-yl] acetate",C32H48O7
http://www.wikidata.org/entity/Q105137572,545.3472799,0,"[(5S,7R,8R,9R,10R,13S,17S)-17-[(2S,3S,5R)-5-[(1S)-1,2-dihydroxy-2-methylpropyl]-2-hydroxyoxolan-3-yl]-4,4,8,10,13-pentamethyl-3-oxo-5,6,7,9,11,12,16,17-octahydrocyclopenta[a]phenanthren-7-yl] acetate",C32H48O7
http://www.wikidata.org/entity/Q105170935,545.3472799,0,"[(3R,5R,7R,8R,9R,10S,13S,17R)-17-[(2R)-2-[(1S)-1,2-dihydroxy-2-methylpropyl]-5-oxo-2H-furan-4-yl]-7-hydroxy-4,4,8,10,13-pentamethyl-2,3,5,6,7,9,11,12,16,17-decahydro-1H-cyclopenta[a]phenanthren-3-yl] acetate",C32H48O7
http://www.wikidata.org/entity/Q105199764,545.3472799,0,Luvungin F,C32H48O7
http://www.wikidata.org/entity/Q105199765,545.3472799,0,"[(1R,3bS,4S,5aS,10aS,10bS,12aR)-1-[(3R,5R,6S)-5,6-dihydroxy-7,7-dimethyloxepan-3-yl]-3b,6,6,10a,12a-pentamethyl-8-oxo-1,2,4,5,5a,10b,11,12-octahydroindeno[5,4-g][2]benzoxepin-4-yl] acetate",C32H48O7
http://www.wikidata.org/entity/Q105199766,545.3472799,0,"[(1S,3bR,4R,5aR,10aR,10bR,12aS)-1-[(3R,5S,6R)-5,6-dihydroxy-7,7-dimethyloxepan-3-yl]-3b,6,6,10a,12a-pentamethyl-8-oxo-1,2,4,5,5a,10b,11,12-octahydroindeno[5,4-g][2]benzoxepin-4-yl] acetate",C32H48O7
http://www.wikidata.org/entity/Q105224107,545.3472799,0,"[(5R,7R,8R,9R,10R,13S,17S)-17-[(3S,5R,6S)-5,6-dihydroxy-6-(2-hydroxypropan-2-yl)oxan-3-yl]-4,4,8,10,13-pentamethyl-3-oxo-5,6,7,9,11,12,16,17-octahydrocyclopenta[a]phenanthren-7-yl] acetate",C32H48O7
http://www.wikidata.org/entity/Q104398900,545.3472799,0,Azadirol,C32H48O7
http://www.wikidata.org/entity/Q105326910,545.3472799,0,Luvungin A,C32H48O7
http://www.wikidata.org/entity/Q105326913,545.3472799,0,"[(2R,3S,5R)-5-[(2S)-3,3-dimethyloxiran-2-yl]-3-[(1R,2R,8R,10R,11R,15S,16S)-10-hydroxy-2,7,7,11,16-pentamethyl-5-oxo-6-oxatetracyclo[9.7.0.02,8.012,16]octadec-12-en-15-yl]oxolan-2-yl] acetate",C32H48O7
http://www.wikidata.org/entity/Q105248373,545.3108944,0,"methyl (3S)-3-[(3S,3aS,5aR,6S,7S,9R,9aR)-9-acetyloxy-3a,6,9a-trimethyl-3-[(3R)-5-oxooxolan-3-yl]-7-prop-1-en-2-yl-2,3,4,5,5a,7,8,9-octahydrocyclopenta[a]naphthalen-6-yl]-3-acetyloxypropanoate",C31H44O8
http://www.wikidata.org/entity/Q105151521,545.2745089,0,"[(1R,2S,4R,9R,10R,11R,12S,14R,15R,18R)-14-acetyloxy-10-(2-methoxy-2-oxoethyl)-7,9,11,15-tetramethyl-6-oxo-3,17-dioxapentacyclo[9.6.1.02,9.04,8.015,18]octadec-7-en-12-yl] 2-methylbut-2-enoate",C30H40O9
http://www.wikidata.org/entity/Q27135768,545.2745089,0,17-Defurano-17-oxosalannin,C30H40O9
http://www.wikidata.org/entity/Q110173422,545.2745089,0,"[14-Acetyloxy-10-(2-methoxy-2-oxoethyl)-7,9,11,15-tetramethyl-6-oxo-3,17-dioxapentacyclo[9.6.1.02,9.04,8.015,18]octadec-7-en-12-yl] 2-methylbut-2-enoate",C30H40O9
http://www.wikidata.org/entity/Q105151522,545.2745089,0,"[(1R,2S,4R,9R,10R,11R,12S,14R,15R,18R)-14-acetyloxy-10-(2-methoxy-2-oxoethyl)-7,9,11,15-tetramethyl-6-oxo-3,17-dioxapentacyclo[9.6.1.02,9.04,8.015,18]octadec-7-en-12-yl] (Z)-2-methylbut-2-enoate",C30H40O9
http://www.wikidata.org/entity/Q104401154,545.2745089,0,1-Deacetylkhivorin,C30H40O9
http://www.wikidata.org/entity/Q110185554,545.2745089,0,1-Deacetyl khivorin,C30H40O9
http://www.wikidata.org/entity/Q105170704,545.2745089,0,"[(1S,2R,4S,7R,8S,11R,12S,13S,15R,17S,19R)-13-acetyloxy-7-(furan-3-yl)-19-hydroxy-1,8,12,16,16-pentamethyl-5-oxo-3,6-dioxapentacyclo[9.8.0.02,4.02,8.012,17]nonadecan-15-yl] acetate",C30H40O9
http://www.wikidata.org/entity/Q105170707,545.2745089,0,"[(1S,2R,4S,7S,8S,11R,12S,13S,15S,17S,19R)-13-acetyloxy-7-(furan-3-yl)-19-hydroxy-1,8,12,16,16-pentamethyl-5-oxo-3,6-dioxapentacyclo[9.8.0.02,4.02,8.012,17]nonadecan-15-yl] acetate",C30H40O9
http://www.wikidata.org/entity/Q105170709,545.2745089,0,7-Desacetylkhivorin,C30H40O9
http://www.wikidata.org/entity/Q104401153,545.2745089,0,7-Deacetylkhivorin,C30H40O9
http://www.wikidata.org/entity/Q104401151,545.2745089,0,"[(1S,2R,4S,7R,8S,11R,12S,13S,15R,17S,19R)-13-acetyloxy-7-(furan-3-yl)-15-hydroxy-1,8,12,16,16-pentamethyl-5-oxo-3,6-dioxapentacyclo[9.8.0.02,4.02,8.012,17]nonadecan-19-yl] acetate",C30H40O9
http://www.wikidata.org/entity/Q105206568,545.2745089,0,"[13-Acetyloxy-7-(furan-3-yl)-15-hydroxy-1,8,12,16,16-pentamethyl-5-oxo-3,6-dioxapentacyclo[9.8.0.02,4.02,8.012,17]nonadecan-19-yl] acetate",C30H40O9
http://www.wikidata.org/entity/Q105206569,545.2745089,0,3-Deacetyl khivorin,C30H40O9
http://www.wikidata.org/entity/Q104996053,545.2533795,0,"[7-(Furan-3-yl)-1,8,12,16,16-pentamethyl-5,15-dioxo-3,6-dioxapentacyclo[9.8.0.02,4.02,8.012,17]nonadec-13-en-19-yl] benzoate",C33H36O7
http://www.wikidata.org/entity/Q27135755,545.2533795,0,7-Deacetyl-7-benzoylgedunin,C33H36O7
http://www.wikidata.org/entity/Q104913746,545.2381234,0,"methyl 2-[(1S,6aR,7R,8S,10S,10aS,10bS,11S,11aS)-8-acetyloxy-1-(furan-3-yl)-7,11-dihydroxy-5,9,9,10a,11a-pentamethyl-3-oxo-6a,7,8,10,10b,11-hexahydro-1H-[1]benzofuro[2,3-g]isochromen-10-yl]acetate",C29H36O10
http://www.wikidata.org/entity/Q104917730,545.2381234,0,cineracipadesin C,C29H36O10
http://www.wikidata.org/entity/Q104922454,545.2381234,0,"methyl 2-[(1S,2R,6R,7R,10R,11S,12S,14R,15S,19S)-15-acetyloxy-6-(furan-3-yl)-12-hydroxy-7,11,14-trimethyl-4,16-dioxo-5,18-dioxapentacyclo[10.5.1.111,14.01,10.02,7]nonadecan-19-yl]acetate",C29H36O10
http://www.wikidata.org/entity/Q104946111,545.2381234,0,Swietmanin F,C29H36O10
http://www.wikidata.org/entity/Q104974312,545.2381234,0,"methyl (2S)-2-acetyloxy-2-[(1S,2R,5R,6R,11R,13S,14R,16S)-6-(furan-3-yl)-11,14-dihydroxy-1,5,15,15-tetramethyl-8,17-dioxo-7-oxatetracyclo[11.3.1.02,11.05,10]heptadec-9-en-16-yl]acetate",C29H36O10
http://www.wikidata.org/entity/Q104990551,545.2381234,0,Hainangranatumin D,C29H36O10
http://www.wikidata.org/entity/Q105013806,545.2381234,0,cipatrijugin B,C29H36O10
http://www.wikidata.org/entity/Q105114795,545.2381234,0,"methyl 2-[(1S,2R,5S,6S,10S,11R,12R,13R,14R,16S)-12-acetyloxy-6-(furan-3-yl)-10-hydroxy-1,5,15,15-tetramethyl-8,17-dioxo-7,18-dioxapentacyclo[11.3.1.111,14.02,11.05,10]octadecan-16-yl]acetate",C29H36O10
