structure_wikidata,protonated_emass,rt,structure_nameTraditional,structure_molecular_formula
http://www.wikidata.org/entity/Q104920666,1131.55818,0,"(2S,3S,4S,5R,6R)-6-[[(3S,4S,4aR,6aR,6bS,8R,8aR,9R,10R,12aS,14aR,14bR)-9-acetyloxy-8-hydroxy-4,8a-bis(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-10-(2-methylbut-2-enoyloxy)-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-4-hydroxy-3,5-bis[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy]oxane-2-carboxylic acid",C55H86O24
http://www.wikidata.org/entity/Q27282901,1131.55818,0,escin Ia,C55H86O24
http://www.wikidata.org/entity/Q27895506,1131.55818,0,escin Ib,C55H86O24
http://www.wikidata.org/entity/Q381866,1131.55818,0,Aescin,C55H86O24
http://www.wikidata.org/entity/Q104392308,1131.55818,0,beta-Escin,C55H86O24
http://www.wikidata.org/entity/Q110185109,1131.55818,0,Saponins,C55H86O24
http://www.wikidata.org/entity/Q115951037,1131.55818,0,"(2S,3R,4S,5R,6R)-6-[[(3S,4S,4aR,6aR,6bS,8R,8aS,9R,10R,12aS,14aR,14bR)-10-acetyloxy-9-hydroxy-4,8a-bis(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-8-[(Z)-2-methylbut-2-enoyl]oxy-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-4-hydroxy-3,5-bis[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy]oxane-2-carboxylic acid",C55H86O24
http://www.wikidata.org/entity/Q105005448,1131.55818,0,Escin VIb,C55H86O24
http://www.wikidata.org/entity/Q105189207,1131.55818,0,"(2S,3S,4S,5R,6R)-6-[[(3S,4S,4aR,6aR,6bS,8R,8aR,9R,10R,12aS,14aR,14bR)-8a-(acetyloxymethyl)-8,10-dihydroxy-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-9-(2-methylbut-2-enoyloxy)-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-4-hydroxy-3,5-bis[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy]oxane-2-carboxylic acid",C55H86O24
http://www.wikidata.org/entity/Q105189208,1131.55818,0,escin IVc,C55H86O24
http://www.wikidata.org/entity/Q105189209,1131.55818,0,escin IVd,C55H86O24
http://www.wikidata.org/entity/Q105351486,1131.55818,0,"(2S,3S,4S,5R,6R)-6-[[(3S,4S,4aR,6aR,6bS,8R,8aR,9R,10R,12aS,14aR,14bR)-8a-(acetyloxymethyl)-8,9-dihydroxy-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-10-(2-methylbut-2-enoyloxy)-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-4-hydroxy-3,5-bis[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy]oxane-2-carboxylic acid",C55H86O24
http://www.wikidata.org/entity/Q27271071,1131.55818,0,isoescin Ia,C55H86O24
http://www.wikidata.org/entity/Q27263561,1131.55818,0,isoescin Ib,C55H86O24
http://www.wikidata.org/entity/Q105218863,1129.578915,0,"(2S,3S,4S,5R,6R)-6-[[(3S,4S,4aS,6aR,6bS,7R,8S,8aR,9R,10R,12aS,14aR,14bS)-7,8,9-trihydroxy-4,6a,6b,11,11,14b-hexamethyl-8a-(2-methylbutanoyloxymethyl)-10-(2-methylbut-2-enoyloxy)-2,3,4,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydro-1H-picen-3-yl]oxy]-4-[(2S,3R,4R,5S)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-3-hydroxy-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxane-2-carboxylic acid",C56H88O23
http://www.wikidata.org/entity/Q105218864,1129.578915,0,xanifolia-Y7,C56H88O23
http://www.wikidata.org/entity/Q105246212,1129.578915,0,"(2S,3S,4S,5R,6R)-6-[[(3S,4aR,6aR,6bS,7R,8S,8aR,9R,10R,12aS,14aR,14bR)-7,8-dihydroxy-8a-(hydroxymethyl)-4,4,6a,6b,11,11,14b-heptamethyl-10-[(E)-2-methylbut-2-enoyl]oxy-9-(2-methylpropanoyloxy)-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-4-[(2S,3R,4R,5S)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-3-hydroxy-5-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxane-2-carboxylic acid",C56H88O23
http://www.wikidata.org/entity/Q105229937,1127.599651,0,"(2S,3S,4S,5R,6R)-6-[[(3S,4aR,6aR,6bS,8R,8aR,9R,10R,12aS,14aR,14bR)-8-hydroxy-8a-(hydroxymethyl)-4,4,6a,6b,11,11,14b-heptamethyl-9-[(2S)-2-methylbutanoyl]oxy-10-[(Z)-2-methylbut-2-enoyl]oxy-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-4-[(2S,3R,4R,5S)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-3-hydroxy-5-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxane-2-carboxylic acid",C57H90O22
http://www.wikidata.org/entity/Q105229939,1127.599651,0,"(2S,3S,4S,5R,6R)-6-[[(3S,4aR,6aR,6bS,8R,8aR,9R,10R,12aS,14aR,14bR)-8-hydroxy-8a-(hydroxymethyl)-4,4,6a,6b,11,11,14b-heptamethyl-9-[(2R)-2-methylbutanoyl]oxy-10-[(Z)-2-methylbut-2-enoyl]oxy-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-4-[(2S,3R,4R,5S)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-3-hydroxy-5-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxane-2-carboxylic acid",C57H90O22
http://www.wikidata.org/entity/Q105244267,1127.599651,0,"[(3R,4R,4aR,5S,6R,6aR,6aS,6bR,8aR,10S,12aR,14bS)-10-[(2R,3R,4S,5S,6R)-3-[(2S,3R,4R,5S)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-4,5-dihydroxy-6-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxy-5,6-dihydroxy-4a-(hydroxymethyl)-2,2,6a,6b,9,9,12a-heptamethyl-4-[(Z)-2-methylbut-2-enoyl]oxy-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicen-3-yl] (Z)-2-methylbut-2-enoate",C57H90O22
http://www.wikidata.org/entity/Q105244268,1127.599651,0,"[(3R,4R,4aR,5S,6R,6aR,6aS,6bR,8aR,10S,12aR,14bS)-10-[(2R,3R,4S,5S,6R)-3-[(2S,3R,4R,5S)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-4,5-dihydroxy-6-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxy-5,6-dihydroxy-4a-(hydroxymethyl)-2,2,6a,6b,9,9,12a-heptamethyl-4-(2-methylbut-2-enoyloxy)-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicen-3-yl] 2-methylbut-2-enoate",C57H90O22
http://www.wikidata.org/entity/Q105236863,1127.563265,0,"(2S,3S,4S,5R,6R)-6-[[(3S,4S,4aS,6aR,6bS,7R,8S,8aR,9R,10R,12aS,14aR,14bS)-7,8-dihydroxy-8a-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-9,10-bis(2-methylbut-2-enoyloxy)-2,3,4,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydro-1H-picen-3-yl]oxy]-4-[(2S,3R,4R,5S)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-3-hydroxy-5-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxane-2-carboxylic acid",C56H86O23
http://www.wikidata.org/entity/Q105236864,1127.563265,0,xanifolia-Y3,C56H86O23
http://www.wikidata.org/entity/Q105239591,1127.563265,0,xanifolia-Y8,C56H86O23
http://www.wikidata.org/entity/Q105239595,1127.563265,0,"(2S,3S,4S,5R,6R)-6-[[(3S,4R,4aR,6aR,6bS,8R,8aR,9R,10R,12aS,14aR,14bR)-4,8-dihydroxy-8a-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-9,10-bis(2-methylbut-2-enoyloxy)-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-4-[(2S,3R,4R,5S)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-3-hydroxy-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxane-2-carboxylic acid",C56H86O23
http://www.wikidata.org/entity/Q104994058,1125.584,0,"(2S,3S,4S,5R,6R)-6-[[(3R,4S,4aR,6aR,6bS,8R,8aR,9R,10R,12aS,14aR,14bR)-8-hydroxy-4,8a-bis(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-9,10-bis[[(Z)-2-methylbut-2-enoyl]oxy]-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3-hydroxy-4-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy-5-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxane-2-carboxylic acid",C57H88O22
http://www.wikidata.org/entity/Q104994059,1125.584,0,"(2S,3S,4S,5R,6R)-6-[[(3S,4S,4aR,6aR,6bS,8R,8aR,9R,10R,12aS,14aR,14bR)-8-hydroxy-4,8a-bis(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-9,10-bis[[(Z)-2-methylbut-2-enoyl]oxy]-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3-hydroxy-4-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy-5-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxane-2-carboxylic acid",C57H88O22
http://www.wikidata.org/entity/Q105114105,1125.584,0,"(2S,3S,4S,5R,6R)-6-[[(3S,4aR,6aR,6bS,7R,8S,8aS,9R,10R,12aS,14aR,14bR)-7,8-dihydroxy-4,4,6a,6b,8a,11,11,14b-octamethyl-9,10-bis[[(Z)-2-methylbut-2-enoyl]oxy]-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-4-[(2S,3R,4R,5S)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-3-hydroxy-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxane-2-carboxylic acid",C57H88O22
http://www.wikidata.org/entity/Q105160795,1125.584,0,Aesculioside IV-23D1,C57H88O22
http://www.wikidata.org/entity/Q105345394,1125.584,0,"(2S,3S,4S,5R,6R)-6-[[(3S,4aR,6aR,6bS,8R,8aS,9R,10R,12aS,14aR,14bR)-10-[(2R,3S)-2,3-dimethyloxirane-2-carbonyl]oxy-8-hydroxy-4,4,6a,6b,8a,11,11,14b-octamethyl-9-[(Z)-2-methylbut-2-enoyl]oxy-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-4-[(2S,3R,4R,5S)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-3-hydroxy-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxane-2-carboxylic acid",C57H88O22
http://www.wikidata.org/entity/Q105163822,1119.55818,0,"(2S,3S,4S,5R,6R)-6-[[(3S,4S,4aR,6aR,6bS,8R,8aR,9R,10R,12aS,14aR,14bR)-8a-(acetyloxymethyl)-8,9-dihydroxy-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-10-(2-methylpropanoyloxy)-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-4-hydroxy-3,5-bis[[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy]oxane-2-carboxylic acid",C54H86O24
http://www.wikidata.org/entity/Q105163823,1119.55818,0,Isoescin v,C54H86O24
http://www.wikidata.org/entity/Q27273016,1119.55818,0,Escin V,C54H86O24
http://www.wikidata.org/entity/Q104915704,1119.521794,0,zanhasaponin B,C53H82O25
http://www.wikidata.org/entity/Q105035046,1119.506538,0,"(2R,3R,4R,5R,6S)-2-[(2R,3R,4S,5R,6R)-5-hydroxy-2-[(2E,6E,10E)-12-[(2R,3R,4S,5R,6R)-5-hydroxy-6-(hydroxymethyl)-3-[(2S,3S,4S,5S,6R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy-4-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxan-2-yl]oxy-3,7,11-trimethyldodeca-2,6,10-trienoxy]-6-(hydroxymethyl)-4-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxan-3-yl]oxy-6-methyloxane-3,4,5-triol",C49H82O28
http://www.wikidata.org/entity/Q105035047,1119.506538,0,"2-[5-Hydroxy-2-[12-[5-hydroxy-6-(hydroxymethyl)-3-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy-4-(3,4,5-trihydroxyoxan-2-yl)oxyoxan-2-yl]oxy-3,7,11-trimethyldodeca-2,6,10-trienoxy]-6-(hydroxymethyl)-4-(3,4,5-trihydroxyoxan-2-yl)oxyoxan-3-yl]oxy-6-methyloxane-3,4,5-triol",C49H82O28
http://www.wikidata.org/entity/Q105035048,1119.506538,0,Trifolioside II,C49H82O28
http://www.wikidata.org/entity/Q105192227,1119.506538,0,"(2R,3S,4R,5S)-2-[(2S,3R,4S,5R,6R)-2-[(2S,3S,4R,5R,6S)-2-[(2E,6E,10E)-12-[(2S,3S,4R,5R,6S)-3-[(2R,3S,4R,5S,6S)-3,5-dihydroxy-6-methyl-4-[(2R,3S,4R,5S)-3,4,5-trihydroxyoxan-2-yl]oxyoxan-2-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,7,11-trimethyldodeca-2,6,10-trienoxy]-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl]oxy-3,5-dihydroxy-6-methyloxan-4-yl]oxyoxane-3,4,5-triol",C49H82O28
http://www.wikidata.org/entity/Q105032570,1117.54253,0,"(2S,3S,4S,5R,6R)-6-[[(3S,4S,4aR,6aR,6bS,7R,8S,8aR,9R,10R,12aS,14aR,14bR)-9-acetyloxy-7,8-dihydroxy-4,8a-bis(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-10-[(E)-2-methylbut-2-enoyl]oxy-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-4-[(2S,3R,4R,5S)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-3-hydroxy-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxane-2-carboxylic acid",C54H84O24
http://www.wikidata.org/entity/Q105004537,1115.563265,0,"(3beta,16alpha,21beta,22alpha)-22-(Acetyloxy)-16,28-dihydroxy-21-[[(2E)-2-methyl-1-oxo-2-buten-1-yl]oxy]olean-12-en-3-yl O-beta-D-galactopyranosyl-(1-->2)-O-[beta-D-glucopyranosyl-(1-->4)]-beta-D-glucopyranosiduronic acid",C55H86O23
http://www.wikidata.org/entity/Q105004538,1115.563265,0,Escin IIIb,C55H86O23
http://www.wikidata.org/entity/Q105243005,1115.563265,0,"(2S,3S,4S,5R,6R)-6-[[(3S,4S,6aR,6bS,8R,8aR,9R,10R,14bR)-8a-(acetyloxymethyl)-8,9-dihydroxy-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-10-[(Z)-2-methylbut-2-enoyl]oxy-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3-hydroxy-5-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4-[(2R,3S,4S,5S,6R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxane-2-carboxylic acid",C55H86O23
http://www.wikidata.org/entity/Q105310696,1115.563265,0,"(2S,3S,4S,5R,6R)-6-[[(3S,4S,4aS,6aR,6bS,7R,8S,8aR,9R,10R,12aS,14aR,14bS)-7,8-dihydroxy-8a-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-10-(2-methylbut-2-enoyloxy)-9-(2-methylpropanoyloxy)-2,3,4,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydro-1H-picen-3-yl]oxy]-4-[(2S,3R,4R,5S)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-3-hydroxy-5-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxane-2-carboxylic acid",C55H86O23
http://www.wikidata.org/entity/Q105310697,1115.563265,0,Xanifolia-Y0,C55H86O23
http://www.wikidata.org/entity/Q105287667,1111.604736,0,Harpuloside,C57H90O21
http://www.wikidata.org/entity/Q105151804,1111.56835,0,"(2S,3S,4S,5R,6R)-6-[[(3S,4S,4aS,6aR,6bS,8R,8aR,9R,10R,12aS,14aR,14bS)-8-hydroxy-8a-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-9,10-bis(2-methylbut-2-enoyloxy)-2,3,4,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydro-1H-picen-3-yl]oxy]-4-[(2S,3R,4R,5S)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-3-hydroxy-5-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxane-2-carboxylic acid",C56H86O22
http://www.wikidata.org/entity/Q105151805,1111.56835,0,xanifolia-Y10,C56H86O22
http://www.wikidata.org/entity/Q105325517,1111.110595,0,"beta-D-Glucopyranose, cyclic 3,6-(4,4',5,5',6,6'-hexahydroxy(1,1'-biphenyl)-2,2'-dicarboxylate) cyclic 2-5:4-4-(1,3'a,4,4a,5',6',6'a,9a-octahydro-1,3'a,6',7,8,9a-hexahydro-2',11-dioxospiro(1,4-ethano-3H-pyrano(3,4-b)benzofuran-3,3'(2'H)-furo(3,2-b)furan)-4,5-dicarboxylate) 1-(3,4,5-trihydroxybenzoate)",C47H34O32
http://www.wikidata.org/entity/Q105278767,1107.594565,0,"(2S,3R,4R,5R,6S)-2-[(2R,3R,4S,5S,6R)-2-[[(3R,4R,4aR,6aR,6aS,6bR,8aR,10S,12aR,14bS)-3,4-dihydroxy-2,2,6a,6b,9,9,12a-heptamethyl-10-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxy-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicen-4a-yl]methoxy]-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl]oxy-6-methyloxane-3,4,5-triol",C54H90O23
http://www.wikidata.org/entity/Q105298561,1107.291735,0,ent-Fisetinidol-(4beta->6)-ent-fisetinidol-(4beta->8)-catechin-(6->4alpha)-ent-fisetinidol,C60H50O21
http://www.wikidata.org/entity/Q105298562,1107.291735,0,ent-Fisetinidol-(4alpha->6)-ent-fisetinidol-(4alpha->8)-catechin-(6->4alpha)-ent-fisetinidol,C60H50O21
http://www.wikidata.org/entity/Q105190063,1105.10003,0,"[2,3-dihydroxy-5-[[(1R,7R,8S,26R,28S,29R,38R)-1,13,14,15,18,19,20,34,35,39,39-undecahydroxy-2,5,10,23,31-pentaoxo-6,9,24,27,30,40-hexaoxaoctacyclo[34.3.1.04,38.07,26.08,29.011,16.017,22.032,37]tetraconta-3,11,13,15,17,19,21,32,34,36-decaen-28-yl]oxycarbonyl]phenyl] 3,4,5-trihydroxybenzoate",C48H32O31
http://www.wikidata.org/entity/Q105370950,1103.52688,0,"(2S,3S,4R,5R,6R)-6-[[(3S,4S,4aR,6aR,6bS,8aS,12aR,14aS,14bR)-8a-carboxy-4-formyl-4,6a,6b,11,11,14b-hexamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-5-hydroxy-3-[(2R,3R,4S,5S)-3,4,5-trihydroxyoxan-2-yl]oxy-4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxyoxane-2-carboxylic acid",C53H82O24
http://www.wikidata.org/entity/Q105027912,1101.547615,0,"(2S,3S,4S,5R,6R)-6-[[(3S,4S,4aR,6aR,6bS,8R,8aR,9R,10R,12aS,14aR,14bR)-9-acetyloxy-8-hydroxy-4,8a-bis(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-10-[(E)-2-methylbut-2-enoyl]oxy-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-4-[(2S,3R,4R,5S)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-3-hydroxy-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxane-2-carboxylic acid",C54H84O23
http://www.wikidata.org/entity/Q105027914,1101.547615,0,Aesculioside IIi,C54H84O23
http://www.wikidata.org/entity/Q105166809,1101.547615,0,"(2R,3S,4S,5R,6S)-6-[[(3S,4R,4aR,6aR,6bR,8S,8aR,9S,10S,12aS,14aS,14bR)-9-acetyloxy-8-hydroxy-4,8a-bis(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-10-[(Z)-2-methylbut-2-enoyl]oxy-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-4-hydroxy-3-[(2R,3S,4R,5R,6S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-5-[(2R,3R,4R,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxane-2-carboxylic acid",C54H84O23
http://www.wikidata.org/entity/Q27236146,1101.547615,0,Escin IIb,C54H84O23
http://www.wikidata.org/entity/Q105166811,1101.547615,0,"6-[[9-Acetyloxy-8-hydroxy-4,8a-bis(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-10-(2-methylbut-2-enoyloxy)-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-4-hydroxy-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-5-(3,4,5-trihydroxyoxan-2-yl)oxyoxane-2-carboxylic acid",C54H84O23
http://www.wikidata.org/entity/Q72471094,1101.547615,0,Escin IIa,C54H84O23
http://www.wikidata.org/entity/Q105287065,1101.547615,0,Aesculioside IIIa,C54H84O23
http://www.wikidata.org/entity/Q105346079,1101.547615,0,Aesculioside IIg,C54H84O23
http://www.wikidata.org/entity/Q105346080,1101.547615,0,Aesculioside IIf,C54H84O23
http://www.wikidata.org/entity/Q76856237,1093.136416,0,Hexagalloylglucose,C48H36O30
http://www.wikidata.org/entity/Q104399155,1091.52688,0,Aesculiside A,C52H82O24
http://www.wikidata.org/entity/Q27286435,1091.52688,0,Escin IV,C52H82O24
http://www.wikidata.org/entity/Q105282899,1091.52688,0,"(2S,3S,4S,5R,6R)-6-[[(3S,4S,4aR,6aR,6bS,8R,8aR,9S,10R,12aS,14aR,14bR)-9,10-diacetyloxy-8-hydroxy-4-(hydroxymethyl)-8a-methoxy-4,6a,6b,11,11,14b-hexamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-4-hydroxy-3,5-bis[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy]oxane-2-carboxylic acid",C52H82O24
http://www.wikidata.org/entity/Q105283944,1089.547615,0,"3beta-[2-O,4-O-Di(beta-D-glucopyranosyl)-beta-D-glucopyranuronosyloxy]oleana-12-ene-16alpha,21beta,22alpha,24,28-pentol 21-[(Z)-2-methyl-2-butenoate]",C53H84O23
http://www.wikidata.org/entity/Q105283946,1089.547615,0,"3beta-[2-O,4-O-Di(beta-D-glucopyranosyl)-beta-D-glucopyranuronosyloxy]oleana-12-ene-16alpha,21beta,22alpha,24,28-pentol 21-[(E)-2-methyl-2-butenoate]",C53H84O23
http://www.wikidata.org/entity/Q105302795,1089.547615,0,"(2S,3S,4S,5R,6R)-6-[[(3S,4S,4aS,6aR,6bS,8R,8aR,9R,10R,12aS,14aR,14bR)-8,10-dihydroxy-4,8a-bis(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-9-[(Z)-2-methylbut-2-enoyl]oxy-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-4-hydroxy-3,5-bis[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy]oxane-2-carboxylic acid",C53H84O23
http://www.wikidata.org/entity/Q115951035,1089.547615,0,"(2S,3R,4S,5R,6R)-6-[[(3S,4S,4aR,6aR,6bS,8R,8aR,9R,10R,12aS,14aR,14bR)-8,10-dihydroxy-4,8a-bis(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-9-[(E)-2-methylbut-2-enoyl]oxy-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-4-hydroxy-3,5-bis[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy]oxane-2-carboxylic acid",C53H84O23
http://www.wikidata.org/entity/Q115951036,1089.547615,0,"(2S,3R,4S,5R,6R)-6-[[(3S,4S,4aR,6aR,6bS,8R,8aR,9R,10R,12aS,14aR,14bR)-8,10-dihydroxy-4,8a-bis(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-9-[(Z)-2-methylbut-2-enoyl]oxy-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-4-hydroxy-3,5-bis[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy]oxane-2-carboxylic acid",C53H84O23
http://www.wikidata.org/entity/Q105302797,1089.547615,0,Escin IVg,C53H84O23
